Gene Symbol	UCSC ID	UniGene ID	UniProt Accession	UniProt Entry Name	UniProt Info	UniProt Protein Name	UniSTS ID	
BBM_II03015	-	-	I7IGF2	I7IGF2_BABMR	I7IGF2_BABMR [Acc: I7IGF2] [Seq_length: 818] [PI: 9.06] [Weight: 91522.7] [Organism: Babesia microti (strain RI)] [Definition: SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:CCF73756.1};]		-	
PBANKA_0819500	-	-	-	-	-	-	-	
PBANKA_1014800	-	-	-	-	-	-	-	
PCHAS_0819800	-	-	-	-	-	-	-	
PCHAS_1015600	-	-	-	-	-	-	-	
PCYB_072610	-	-	K6URK0	K6URK0_9APIC	K6URK0_9APIC [Acc: K6URK0] [Seq_length: 683] [PI: 9.13] [Weight: 78250.72] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=DNA helicase {ECO:0000313|EMBL:GAB65759.1};]		-	
PCYB_132880	-	-	K6UXD1	K6UXD1_9APIC	K6UXD1_9APIC [Acc: K6UXD1] [Seq_length: 884] [PI: 8.9] [Weight: 98100.26] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=ATP dependent RNA helicase {ECO:0000313|EMBL:GAB68414.1}; Flags: Fragment;]		-	
PF3D7_0918600	-	-	-	-	-	-	-	
PF3D7_1429900	-	-	-	-	-	-	-	
PKNH_0716600	-	-	-	-	-	-	-	
PKNH_1328800	-	-	-	-	-	-	-	
PRCDC_0916600	-	-	-	-	-	-	-	
PRCDC_1429200	-	-	-	-	-	-	-	
PVX_085045	-	-	A5K0V1	A5K0V1_PLAVS	A5K0V1_PLAVS [Acc: A5K0V1] [Seq_length: 1282] [PI: 8.67] [Weight: 141814.64] [Organism: Plasmodium vivax (strain Salvador I)] [Definition: SubName: Full=ATP dependent RNA helicase, putative {ECO:0000313|EMBL:EDL46948.1};]		-	
PVX_099345	-	-	A5K6Q0	A5K6Q0_PLAVS	A5K6Q0_PLAVS [Acc: A5K6Q0] [Seq_length: 738] [PI: 8.97] [Weight: 83891.5] [Organism: Plasmodium vivax (strain Salvador I)] [Definition: SubName: Full=DNA helicase, putative {ECO:0000313|EMBL:EDL44991.1};]		-	
PYYM_0822500	-	-	-	-	-	-	-	
PYYM_1016300	-	-	-	-	-	-	-	
PmUG01_07030100.1-p1	-	-	-	-	-	-	-	
PmUG01_13030200.1-p1	-	-	-	-	-	-	-	
TGVEG_259250-t26_1-p1	-	-	-	-	-	-	-	
TGVEG_264840-t26_1-p1	-	-	-	-	-	-	-	
TGVEG_306080-t26_1-p1	-	-	-	-	-	-	-	
TGVEG_316300-t26_1-p1	-	-	-	-	-	-	-	
TP02_0509-t26_1-p1	-	-	-	-	-	-	-	
TP04_0501-t26_1-p1	-	-	-	-	-	-	-	
cgd3_390-t26_1-p1	-	-	-	-	-	-	-	
cgd5_3870-t26_1-p1	-	-	-	-	-	-	-	
cgd6_4420-t26_1-p1	-	-	-	-	-	-	-	
cgd8_4950-t26_1-p1	-	-	-	-	-	-	-	
BBM_II01980	-	-	I7JA15	I7JA15_BABMR	I7JA15_BABMR [Acc: I7JA15] [Seq_length: 626] [PI: 9.25] [Weight: 71101.71] [Organism: Babesia microti (strain RI)] [Definition: SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:CCF73554.1};]		-	
BBM_III03500	-	-	A0A0K3AS44	A0A0K3AS44_BABMR	A0A0K3AS44_BABMR [Acc: A0A0K3AS44] [Seq_length: 297] [PI: 5.74] [Weight: 33986.76] [Organism: Babesia microti (strain RI)] [Definition: SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:CTQ41300.1};]		-	
PBANKA_0717300	-	-	-	-	-	-	-	
PBANKA_1133200	-	-	-	-	-	-	-	
PCHAS_0726400	-	-	-	-	-	-	-	
PCHAS_1132700	-	-	-	-	-	-	-	
PCYB_052840	-	-	K6UCQ6	K6UCQ6_9APIC	K6UCQ6_9APIC [Acc: K6UCQ6] [Seq_length: 1091] [PI: 9.79] [Weight: 121824.64] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=Protein kinase domain containing protein {ECO:0000313|EMBL:GAB65266.1};]		-	
PCYB_112360	-	-	K6UXJ1	K6UXJ1_9APIC	K6UXJ1_9APIC [Acc: K6UXJ1] [Seq_length: 288] [PI: 6.52] [Weight: 33094.02] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=Protein kinase Crk2 {ECO:0000313|EMBL:GAB67215.1};]		-	
PF3D7_0415300	-	-	-	-	-	-	-	
PF3D7_1356900	-	-	-	-	-	-	-	
PKNH_0506900	-	-	-	-	-	-	-	
PKNH_1114600	-	-	-	-	-	-	-	
PRCDC_0412800	-	-	-	-	-	-	-	
PRCDC_1355800	-	-	-	-	-	-	-	
PVX_089720	-	-	A5K5X2	A5K5X2_PLAVS	A5K5X2_PLAVS [Acc: A5K5X2] [Seq_length: 1544] [PI: 10.07] [Weight: 177801.33] [Organism: Plasmodium vivax (strain Salvador I)] [Definition: SubName: Full=Protein kinase domain containing protein {ECO:0000313|EMBL:EDL45307.1};]		-	
PVX_114825	-	-	A5K2H6	A5K2H6_PLAVS	A5K2H6_PLAVS [Acc: A5K2H6] [Seq_length: 288] [PI: 6.52] [Weight: 33094.02] [Organism: Plasmodium vivax (strain Salvador I)] [Definition: SubName: Full=Protein kinase Crk2 {ECO:0000313|EMBL:EDL46626.1};]		-	
PYYM_0717400	-	-	-	-	-	-	-	
PYYM_1135600	-	-	-	-	-	-	-	
PmUG01_05028400.1-p1	-	-	-	-	-	-	-	
PmUG01_11029100.1-p1	-	-	-	-	-	-	-	
TGVEG_218220-t26_1-p1	-	-	-	-	-	-	-	
TGVEG_249260-t26_1-p1	-	-	-	-	-	-	-	
TGVEG_281450-t26_1-p1	-	-	-	-	-	-	-	
TP01_0728-t26_1-p1	-	-	-	-	-	-	-	
TP03_0140-t26_1-p1	-	-	-	-	-	-	-	
cgd1_60-t26_1-p1	-	-	-	-	-	-	-	
cgd5_2510-t26_1-p1	-	-	-	-	-	-	-	
cgd6_1420-t26_1-p1	-	-	-	-	-	-	-	
cgd7_280-t26_1-p1	-	-	-	-	-	-	-	
BBM_I02785	-	-	I7IFR6	I7IFR6_BABMR	I7IFR6_BABMR [Acc: I7IFR6] [Seq_length: 622] [PI: 8.94] [Weight: 71059.19] [Organism: Babesia microti (strain RI)] [Definition: SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:CCF73011.1};]		-	
BBM_II00110	-	-	I7I8H7	I7I8H7_BABMR	I7I8H7_BABMR [Acc: I7I8H7] [Seq_length: 711] [PI: 8.03] [Weight: 80052.65] [Organism: Babesia microti (strain RI)] [Definition: SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:CCF73188.1};]		-	
BBM_III00530	-	-	A0A0K3AT21	A0A0K3AT21_BABMR	A0A0K3AT21_BABMR [Acc: A0A0K3AT21] [Seq_length: 683] [PI: 8.07] [Weight: 76813.37] [Organism: Babesia microti (strain RI)] [Definition: SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:CTQ40706.1};]		-	
PBANKA_1239900	-	-	-	-	-	-	-	
PBANKA_1453300	-	-	-	-	-	-	-	
PCHAS_1240300	-	-	-	-	-	-	-	
PCHAS_1455600	-	-	-	-	-	-	-	
PCYB_101650	-	-	K6UWM7	K6UWM7_9APIC	K6UWM7_9APIC [Acc: K6UWM7] [Seq_length: 623] [PI: 8.37] [Weight: 70606.15] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=Long-chain fatty acid CoA ligase {ECO:0000313|EMBL:GAB66815.1};]		-	
PCYB_146450	-	-	K6UEZ6	K6UEZ6_9APIC	K6UEZ6_9APIC [Acc: K6UEZ6] [Seq_length: 359] [PI: 5.59] [Weight: 41588.82] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=Long-chain-fatty-acid--CoA ligase {ECO:0000313|EMBL:GAB69216.1}; Flags: Fragment;]		-	
PF3D7_0525100	-	-	-	-	-	-	-	
PF3D7_1238800	-	-	-	-	-	-	-	
PKNH_1007700	-	-	-	-	-	-	-	
PKNH_1458600	-	-	-	-	-	-	-	
PRCDC_0524200	-	-	-	-	-	-	-	
PRCDC_1238000	-	-	-	-	-	-	-	
PVX_079990	-	-	A5K9A7	A5K9A7_PLAVS	A5K9A7_PLAVS [Acc: A5K9A7] [Seq_length: 674] [PI: 8.78] [Weight: 76474.26] [Organism: Plasmodium vivax (strain Salvador I)] [Definition: SubName: Full=Long-chain fatty acid CoA ligase, putative {ECO:0000313|EMBL:EDL43979.1};]		-	
PVX_100890	-	-	A5K8Q1	A5K8Q1_PLAVS	A5K8Q1_PLAVS [Acc: A5K8Q1] [Seq_length: 752] [PI: 8.54] [Weight: 86468.82] [Organism: Plasmodium vivax (strain Salvador I)] [Definition: SubName: Full=Long-chain-fatty-acid--CoA ligase, putative {ECO:0000313|EMBL:EDL44197.1};]		-	
PYYM_1242300	-	-	-	-	-	-	-	
PYYM_1457300	-	-	-	-	-	-	-	
PmUG01_10019400.1-p1	-	-	-	-	-	-	-	
PmUG01_14073000.1-p1	-	-	-	-	-	-	-	
TGVEG_243800-t26_1-p1	-	-	-	-	-	-	-	
TGVEG_247760-t26_1-p1	-	-	-	-	-	-	-	
TP01_0119-t26_1-p1	-	-	-	-	-	-	-	
TP01_0520-t26_1-p1	-	-	-	-	-	-	-	
TP02_0107-t26_1-p1	-	-	-	-	-	-	-	
cgd3_640-t26_1-p1	-	-	-	-	-	-	-	
cgd4_3400-t26_1-p1	-	-	-	-	-	-	-	
cgd5_3200-t26_1-p1	-	-	-	-	-	-	-	
BBM_III02605	-	-	A0A0K3AU52	A0A0K3AU52_BABMR	A0A0K3AU52_BABMR [Acc: A0A0K3AU52] [Seq_length: 863] [PI: 9.19] [Weight: 99950.1] [Organism: Babesia microti (strain RI)] [Definition: SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:CTQ41121.1};]		-	
BBM_III03920	-	-	A0A0K3ANU9	A0A0K3ANU9_BABMR	A0A0K3ANU9_BABMR [Acc: A0A0K3ANU9] [Seq_length: 992] [PI: 5.33] [Weight: 113434.78] [Organism: Babesia microti (strain RI)] [Definition: SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:CTQ41384.1};]		-	
PBANKA_0722000	-	-	-	-	-	-	-	
PBANKA_1109400	-	-	-	-	-	-	-	
PCHAS_0500500	-	-	-	-	-	-	-	
PCHAS_0731000	-	-	-	-	-	-	-	
PCHAS_1109100	-	-	-	-	-	-	-	
PCYB_053420	-	-	K6UQT4	K6UQT4_9APIC	K6UQT4_9APIC [Acc: K6UQT4] [Seq_length: 4587] [PI: 9.56] [Weight: 531938.15] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=Phosphatidylinositol 3-and 4-kinase {ECO:0000313|EMBL:GAB65324.1};]		-	
PCYB_103180	-	-	K6UKM3	K6UKM3_9APIC	K6UKM3_9APIC [Acc: K6UKM3] [Seq_length: 1004] [PI: 8.5] [Weight: 112947.78] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=Phosphatidylinositol 4-kinase {ECO:0000313|EMBL:GAB66968.1};]		-	
PF3D7_0419900	-	-	-	-	-	-	-	
PF3D7_0509800	-	-	-	-	-	-	-	
PKNH_0512600	-	-	-	-	-	-	-	
PKNH_1023800	-	-	-	-	-	-	-	
PRCDC_0417400	-	-	-	-	-	-	-	
PRCDC_0509000	-	-	-	-	-	-	-	
PVX_090085	-	-	A5K647	A5K647_PLAVS	A5K647_PLAVS [Acc: A5K647] [Seq_length: 4367] [PI: 9.71] [Weight: 500103.79] [Organism: Plasmodium vivax (strain Salvador I)] [Definition: SubName: Full=Phosphatidylinositol 3-and 4-kinase, putative {ECO:0000313|EMBL:EDL45382.1};]		-	
PVX_098050	-	-	A5KB26	A5KB26_PLAVS	A5KB26_PLAVS [Acc: A5KB26] [Seq_length: 1525] [PI: 5.59] [Weight: 168827.48] [Organism: Plasmodium vivax (strain Salvador I)] [Definition: SubName: Full=Phosphatidylinositol 4-kinase, putative {ECO:0000313|EMBL:EDL43543.1};]		-	
PYYM_0722000	-	-	-	-	-	-	-	
PYYM_1111600	-	-	-	-	-	-	-	
PmUG01_05037400.1-p1	-	-	-	-	-	-	-	
PmUG01_06015100.1-p1	-	-	-	-	-	-	-	
TGVEG_228690-t26_1-p1	-	-	-	-	-	-	-	
TGVEG_266010-t26_1-p1	-	-	-	-	-	-	-	
TGVEG_295140-t26_1-p1	-	-	-	-	-	-	-	
TGVEG_296010-t26_1-p1	-	-	-	-	-	-	-	
TP01_0820-t26_1-p1	-	-	-	-	-	-	-	
TP04_0387-t26_1-p1	-	-	-	-	-	-	-	
cgd6_3390-t26_1-p1	-	-	-	-	-	-	-	
cgd8_4500-t26_1-p1	-	-	-	-	-	-	-	
PBANKA_0836300	-	-	-	-	-	-	-	
PBANKA_1400600	-	-	-	-	-	-	-	
PCHAS_0836600	-	-	-	-	-	-	-	
PCHAS_1402500	-	-	-	-	-	-	-	
PCHAS_1468100	-	-	-	-	-	-	-	
PCYB_074300	-	-	K6URY5	K6URY5_9APIC	K6URY5_9APIC [Acc: K6URY5] [Seq_length: 681] [PI: 8.67] [Weight: 81107.25] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=Cytoadherence linked asexual protein {ECO:0000313|EMBL:GAB65929.1};]		-	
PCYB_141030	-	-	K6UEN8	K6UEN8_9APIC	K6UEN8_9APIC [Acc: K6UEN8] [Seq_length: 780] [PI: 8.87] [Weight: 92369.43] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=Cytoadherence linked asexual protein CLAG {ECO:0000313|EMBL:GAB68676.1};]		-	
PF3D7_0220800	-	-	-	-	-	-	-	
PF3D7_0302200	-	-	-	-	-	-	-	
PF3D7_0302500	-	-	-	-	-	-	-	
PF3D7_0831600	-	-	-	-	-	-	-	
PF3D7_0935800	-	-	-	-	-	-	-	
PKNH_0734400	-	-	-	-	-	-	-	
PKNH_1401300	-	-	-	-	-	-	-	
PRCDC_0219700	-	-	-	-	-	-	-	
PRCDC_0301300	-	-	-	-	-	-	-	
PRCDC_0301800	-	-	-	-	-	-	-	
PRCDC_0830800	-	-	-	-	-	-	-	
PRCDC_0933800	-	-	-	-	-	-	-	
PRCDC_0933900	-	-	-	-	-	-	-	
PVX_086930	-	-	A5KE88	A5KE88_PLAVS	A5KE88_PLAVS [Acc: A5KE88] [Seq_length: 1328] [PI: 9.19] [Weight: 159013.19] [Organism: Plasmodium vivax (strain Salvador I)] [Definition: SubName: Full=Cytoadherence linked asexual protein (CLAG), putative {ECO:0000313|EMBL:EDL42306.1};]		-	
PVX_094265	-	-	A5K738	A5K738_PLAVS	A5K738_PLAVS [Acc: A5K738] [Seq_length: 1321] [PI: 9.38] [Weight: 156304] [Organism: Plasmodium vivax (strain Salvador I)] [Definition: SubName: Full=Cytoadherence-linked asexual protein (CLAG), putative {ECO:0000313|EMBL:EDL44597.1};]		-	
PVX_121885	-	-	A5JZ01	A5JZ01_PLAVS	A5JZ01_PLAVS [Acc: A5JZ01] [Seq_length: 1411] [PI: 7.53] [Weight: 165729.41] [Organism: Plasmodium vivax (strain Salvador I)] [Definition: SubName: Full=Cytoadherence linked asexual protein, CLAG, putative {ECO:0000313|EMBL:EDL47212.1};]		-	
PYYM_0839400	-	-	-	-	-	-	-	
PYYM_1404200	-	-	-	-	-	-	-	
PmUG01_07047700.1-p1	-	-	-	-	-	-	-	
PmUG01_08017100.1-p1	-	-	-	-	-	-	-	
PmUG01_08053700.1-p1	-	-	-	-	-	-	-	
PmUG01_14015700.1-p1	-	-	-	-	-	-	-	
PCYB_001630	-	-	K6V2D4	K6V2D4_9APIC	K6V2D4_9APIC [Acc: K6V2D4] [Seq_length: 333] [PI: 5.09] [Weight: 35312.35] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=CYIR protein {ECO:0000313|EMBL:GAB69415.1}; Flags: Fragment;]		-	
PCYB_001830	-	-	K6V2F1	K6V2F1_9APIC	K6V2F1_9APIC [Acc: K6V2F1] [Seq_length: 185] [PI: 4.64] [Weight: 20163.53] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:GAB69435.1}; Flags: Fragment;]		-	
PVX_004503	-	-	-	-	-	-	-	
PVX_006080	-	-	A5KD47	A5KD47_PLAVS	A5KD47_PLAVS [Acc: A5KD47] [Seq_length: 577] [PI: 8.66] [Weight: 63859.47] [Organism: Plasmodium vivax (strain Salvador I)] [Definition: SubName: Full=Variable surface protein Vir18-related {ECO:0000313|EMBL:EDL42722.1};]		-	
PVX_010100	-	-	A5KD27	A5KD27_PLAVS	A5KD27_PLAVS [Acc: A5KD27] [Seq_length: 478] [PI: 5.73] [Weight: 52465.86] [Organism: Plasmodium vivax (strain Salvador I)] [Definition: SubName: Full=Variable surface protein Vir18, putative {ECO:0000313|EMBL:EDL42741.1};]		-	
PVX_011110	-	-	A5KD46	A5KD46_PLAVS	A5KD46_PLAVS [Acc: A5KD46] [Seq_length: 475] [PI: 8.33] [Weight: 52184.64] [Organism: Plasmodium vivax (strain Salvador I)] [Definition: SubName: Full=Variable surface protein Vir18-like {ECO:0000313|EMBL:EDL42723.1};]		-	
PVX_013120	-	-	A5KD44	A5KD44_PLAVS	A5KD44_PLAVS [Acc: A5KD44] [Seq_length: 475] [PI: 7.99] [Weight: 52508.36] [Organism: Plasmodium vivax (strain Salvador I)] [Definition: SubName: Full=Variable surface protein Vir18, putative {ECO:0000313|EMBL:EDL42725.1};]		-	
PVX_015130	-	-	A5KD40	A5KD40_PLAVS	A5KD40_PLAVS [Acc: A5KD40] [Seq_length: 459] [PI: 6.16] [Weight: 50247.74] [Organism: Plasmodium vivax (strain Salvador I)] [Definition: SubName: Full=Variable surface protein Vir18-like {ECO:0000313|EMBL:EDL42728.1}; Flags: Fragment;]		-	
PVX_016640	-	-	A5KD51	A5KD51_PLAVS	A5KD51_PLAVS [Acc: A5KD51] [Seq_length: 483] [PI: 5.69] [Weight: 53500.53] [Organism: Plasmodium vivax (strain Salvador I)] [Definition: SubName: Full=Variable surface protein Vir18-like {ECO:0000313|EMBL:EDL42718.1};]		-	
PVX_017145	-	-	A5KD08	A5KD08_PLAVS	A5KD08_PLAVS [Acc: A5KD08] [Seq_length: 478] [PI: 5.73] [Weight: 52549.09] [Organism: Plasmodium vivax (strain Salvador I)] [Definition: SubName: Full=Variable surface protein Vir18, putative {ECO:0000313|EMBL:EDL42762.1};]		-	
PVX_017650	-	-	A5KD36	A5KD36_PLAVS	A5KD36_PLAVS [Acc: A5KD36] [Seq_length: 502] [PI: 5.43] [Weight: 55564.7] [Organism: Plasmodium vivax (strain Salvador I)] [Definition: SubName: Full=Variable surface protein Vir18, putative {ECO:0000313|EMBL:EDL42734.1};]		-	
PVX_018150	-	-	A5KCZ7	A5KCZ7_PLAVS	A5KCZ7_PLAVS [Acc: A5KCZ7] [Seq_length: 510] [PI: 5.27] [Weight: 56054.58] [Organism: Plasmodium vivax (strain Salvador I)] [Definition: SubName: Full=Variable surface protein Vir18, putative {ECO:0000313|EMBL:EDL42771.1};]		-	
PVX_019165	-	-	A5KD04	A5KD04_PLAVS	A5KD04_PLAVS [Acc: A5KD04] [Seq_length: 503] [PI: 5.67] [Weight: 55897.17] [Organism: Plasmodium vivax (strain Salvador I)] [Definition: SubName: Full=Variable surface protein Vir18, putative {ECO:0000313|EMBL:EDL42766.1};]		-	
PVX_020675	-	-	A5KD20	A5KD20_PLAVS	A5KD20_PLAVS [Acc: A5KD20] [Seq_length: 495] [PI: 6] [Weight: 54367.96] [Organism: Plasmodium vivax (strain Salvador I)] [Definition: SubName: Full=Variable surface protein Vir18, putative {ECO:0000313|EMBL:EDL42748.1};]		-	
PVX_021180	-	-	A5KD34	A5KD34_PLAVS	A5KD34_PLAVS [Acc: A5KD34] [Seq_length: 467] [PI: 5.74] [Weight: 51877.63] [Organism: Plasmodium vivax (strain Salvador I)] [Definition: SubName: Full=Variable surface protein Vir18, putative {ECO:0000313|EMBL:EDL42735.1};]		-	
PVX_035690	-	-	A5KDH1	A5KDH1_PLAVS	A5KDH1_PLAVS [Acc: A5KDH1] [Seq_length: 298] [PI: 4.82] [Weight: 32278.09] [Organism: Plasmodium vivax (strain Salvador I)] [Definition: SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:EDL42598.1}; Flags: Fragment;]		-	
PVX_062690	-	-	A5KD58	A5KD58_PLAVS	A5KD58_PLAVS [Acc: A5KD58] [Seq_length: 462] [PI: 6.4] [Weight: 50995.46] [Organism: Plasmodium vivax (strain Salvador I)] [Definition: SubName: Full=Variable surface protein Vir18, putative {ECO:0000313|EMBL:EDL42711.1};]		-	
PVX_065190	-	-	A5KDB7	A5KDB7_PLAVS	A5KDB7_PLAVS [Acc: A5KDB7] [Seq_length: 442] [PI: 5.6] [Weight: 47484.42] [Organism: Plasmodium vivax (strain Salvador I)] [Definition: SubName: Full=Variable surface protein Vir18, truncated, putative {ECO:0000313|EMBL:EDL42652.1}; Flags: Fragment;]		-	
PVX_066190	-	-	A5KDB0	A5KDB0_PLAVS	A5KDB0_PLAVS [Acc: A5KDB0] [Seq_length: 463] [PI: 5.89] [Weight: 50580.97] [Organism: Plasmodium vivax (strain Salvador I)] [Definition: SubName: Full=Variable surface protein Vir18-like {ECO:0000313|EMBL:EDL42659.1};]		-	
PVX_068190	-	-	A5KD71	A5KD71_PLAVS	A5KD71_PLAVS [Acc: A5KD71] [Seq_length: 511] [PI: 5.77] [Weight: 56214.6] [Organism: Plasmodium vivax (strain Salvador I)] [Definition: SubName: Full=Variable surface protein Vir18, putative {ECO:0000313|EMBL:EDL42698.1};]		-	
PVX_068690	-	-	A5KD91	A5KD91_PLAVS	A5KD91_PLAVS [Acc: A5KD91] [Seq_length: 529] [PI: 5.35] [Weight: 58754.91] [Organism: Plasmodium vivax (strain Salvador I)] [Definition: SubName: Full=Variable surface protein Vir18, putative {ECO:0000313|EMBL:EDL42678.1};]		-	
PVX_083585	-	-	A5K8H4	A5K8H4_PLAVS	A5K8H4_PLAVS [Acc: A5K8H4] [Seq_length: 548] [PI: 7.94] [Weight: 59305.92] [Organism: Plasmodium vivax (strain Salvador I)] [Definition: SubName: Full=Variale surface protein Vir18-related {ECO:0000313|EMBL:EDL44588.1};]		-	
PVX_101617	-	-	-	-	-	-	-	
PVX_101625	-	-	A5K947	A5K947_PLAVS	A5K947_PLAVS [Acc: A5K947] [Seq_length: 527] [PI: 6.16] [Weight: 57348.94] [Organism: Plasmodium vivax (strain Salvador I)] [Definition: SubName: Full=Variable surface protein Vir18-like {ECO:0000313|EMBL:EDL44343.1};]		-	
PVX_103150	-	-	A5KCW4	A5KCW4_PLAVS	A5KCW4_PLAVS [Acc: A5KCW4] [Seq_length: 488] [PI: 6.48] [Weight: 53649.6] [Organism: Plasmodium vivax (strain Salvador I)] [Definition: SubName: Full=Variable surface protein Vir18, putative {ECO:0000313|EMBL:EDL42804.1};]		-	
PVX_104700	-	-	A5KCX2	A5KCX2_PLAVS	A5KCX2_PLAVS [Acc: A5KCX2] [Seq_length: 475] [PI: 5.48] [Weight: 52269.27] [Organism: Plasmodium vivax (strain Salvador I)] [Definition: SubName: Full=Variable surface protein Vir18, putative {ECO:0000313|EMBL:EDL42799.1};]		-	
PVX_106215	-	-	A5KCU4	A5KCU4_PLAVS	A5KCU4_PLAVS [Acc: A5KCU4] [Seq_length: 328] [PI: 9.57] [Weight: 37514.81] [Organism: Plasmodium vivax (strain Salvador I)] [Definition: SubName: Full=Uncharacterized protein {ECO:0000313|EMBL:EDL42825.1};]		-	
PVX_120335	-	-	A5KCX4	A5KCX4_PLAVS	A5KCX4_PLAVS [Acc: A5KCX4] [Seq_length: 485] [PI: 6.73] [Weight: 54328.78] [Organism: Plasmodium vivax (strain Salvador I)] [Definition: SubName: Full=Variable surface protein Vir18-related {ECO:0000313|EMBL:EDL42795.1};]		-	
PVX_241295	-	-	A5KCY6	A5KCY6_PLAVS	A5KCY6_PLAVS [Acc: A5KCY6] [Seq_length: 489] [PI: 5.6] [Weight: 54217.14] [Organism: Plasmodium vivax (strain Salvador I)] [Definition: SubName: Full=Variable surface protein Vir18, putative {ECO:0000313|EMBL:EDL42784.1};]		-	
PBANKA_0412900	-	-	-	-	-	-	-	
PCHAS_0413800	-	-	-	-	-	-	-	
PCYB_083460	-	-	K6UV91	K6UV91_9APIC	K6UV91_9APIC [Acc: K6UV91] [Seq_length: 1365] [PI: 6.17] [Weight: 150589.86] [Organism: Plasmodium cynomolgi strain B] [Definition: SubName: Full=CTRP adhesive protein {ECO:0000313|EMBL:GAB66185.1}; Flags: Fragment;]		-	
PF3D7_0315200	-	-	-	-	-	-	-	
PKNH_0826900	-	-	-	-	-	-	-	
PRCDC_0314500	-	-	-	-	-	-	-	
PVX_095475	-	-	A5K7S5	A5K7S5_PLAVS	A5K7S5_PLAVS [Acc: A5K7S5] [Seq_length: 2061] [PI: 5.28] [Weight: 227259.41] [Organism: Plasmodium vivax (strain Salvador I)] [Definition: SubName: Full=CTRP adhesive protein (Invasive stage), putative {ECO:0000313|EMBL:EDL44834.1};]		-	
PYYM_0415900	-	-	-	-	-	-	-	
PmUG01_08040900.1-p1	-	-	-	-	-	-	-	
TGVEG_201780-t26_1-p1	-	-	-	-	-	-	-	
TGVEG_209060-t26_1-p1	-	-	-	-	-	-	-	
TGVEG_211270-t26_1-p1	-	-	-	-	-	-	-	
TGVEG_223480-t26_1-p1	-	-	-	-	-	-	-	
TGVEG_244250-t26_1-p1	-	-	-	-	-	-	-	
TGVEG_259670A-t26_1-p1	-	-	-	-	-	-	-	
TGVEG_289630-t26_1-p1	-	-	-	-	-	-	-	
TGVEG_319992-t26_1-p1	-	-	-	-	-	-	-	
cgd1_3500-t26_1-p1	-	-	-	-	-	-	-	
cgd1_3510-t26_1-p1	-	-	-	-	-	-	-	
cgd2_3080-t26_1-p1	-	-	-	-	-	-	-	
cgd5_3420-t26_1-p1	-	-	-	-	-	-	-	
cgd5_4470-t26_1-p1	-	-	-	-	-	-	-	
cgd6_1300-t26_1-p1	-	-	-	-	-	-	-	
cgd6_1660-t26_1-p1	-	-	-	-	-	-	-	
cgd6_780-t26_1-p1	-	-	-	-	-	-	-	
cgd6_800-t26_1-p1	-	-	-	-	-	-	-	
cgd7_4560-t26_1-p1	-	-	-	-	-	-	-	
cgd8_150-t26_1-p1	-	-	-	-	-	-	-	
BBM_I02020	-	-	I7J5G7	I7J5G7_BABMR	I7J5G7_BABMR [Acc: I7J5G7] [Seq_length: 197] [PI: 9.19] [Weight: 21547.45] [Organism: Babesia microti (strain RI)] [Definition: RecName: Full=Peptidyl-prolyl cis-trans isomerase {ECO:0000256|RuleBase:RU363019};          Short=PPIase {ECO:0000256|RuleBase:RU363019};          EC=5.2.1.8 {ECO:0000256|RuleBase:RU363019};]	Peptidyl-prolyl cis-trans isomerase	-	
BBM_II00670	-	-	I7IPX5	I7IPX5_BABMR	I7IPX5_BABMR [Acc: I7IPX5] [Seq_length: 223] [PI: 9.1] [Weight: 24624.92] [Organism: Babesia microti (strain RI)] [Definition: RecName: Full=Peptidyl-prolyl cis-trans isomerase {ECO:0000256|RuleBase:RU363019};          Short=PPIase {ECO:0000256|RuleBase:RU363019};          EC=5.2.1.8 {ECO:0000256|RuleBase:RU363019};]	Peptidyl-prolyl cis-trans isomerase	-	
PBANKA_0932200	-	-	-	-	-	-	-	
PBANKA_1216500	-	-	-	-	-	-	-	
PCHAS_0912100	-	-	-	-	-	-	-	
PCHAS_1217200	-	-	-	-	-	-	-	
